Auction ID,APN,Legal Description,Property Address ,City,Zip Code,Minimum Bid,Auction Ends Apr 26th (ET)
995196,031-064-02,T19S R53E S8 U.3 B.12 L.188 .258AC CALVADA VALLEY NORTH                                             ,6401 N FAUST PL ,PAHRUMP,89060, $ 854.00 ,  1:50 PM
995197,031-064-11,T19S R53E S8 U.3 B.12 L.197 .230AC CALVADA VALLEY NORTH     (.230 ACRES)   ,6420 N FLEETWOOD PL ,PAHRUMP,," $ 1,845.00 ",  1:50 PM
995198,031-082-06,T19S R53E S8 U.3 B.14 L.55 .230AC CALVADA VALLEY NORTH       (.230 ACRES)   ,6351 N BORGESS LN ,PAHRUMP,," $ 2,689.00 ",  1:50 PM
995199,031-084-11,T19S R53E S7 U.3 B.16 L.6 .230AC CALVADA VALLEY NORTH          (.230 ACRES)   ,6200 N CLOUD AVE ,PAHRUMP,," $ 2,179.00 ",  1:50 PM
995200,031-084-12, T19S R53E S8 U.3 B.14 L.54 .230AC CALVADA VALLEY NORTH                                            ,6210 N CLOUD AVE ,PAHRUMP,89060, $ 848.00 ,  1:50 PM
995201,031-084-15,T19S R53E S8 U.3 B.14 L.51 .230AC CALVADA VALLEY NORTH        (.230 ACRES)   ,6240 N CLOUD AVE ,PAHRUMP,," $ 2,082.00 ",  1:50 PM
995202,031-092-12,T19S R53E S8 U.3 B.14 L.46 .230AC CALVADA VALLEY NORTH        (.230 ACRES)   ,6290 N CLOUD AVE ,PAHRUMP,," $ 1,449.00 ",  1:50 PM
995203,031-093-06,T19S R53E S8 U.3 B.13 L.18 .230AC CALVADA VALLEY NORTH        (.230 ACRES)   ,6345 N CLOUD AVE ,PAHRUMP,," $ 2,894.00 ",  1:50 PM
995204,031-093-10,T19S R53E S8 U.3 B.13 L.14 .230AC CALVADA VALLEY NORTH        (.230 ACRES)   ,6301 N CLOUD AVE ,PAHRUMP,," $ 1,880.00 ",  1:50 PM
995205,031-093-14,T19S R53E S8 U.3 B.13 L.10 .230AC  CALVADA VALLEY NORTH       (.230 ACRES)   ,6261 N CLOUD AVE ,PAHRUMP,," $ 3,155.00 ",  1:50 PM
995206,031-094-06,T19S R53E S8 U.3 B.12 L.72 .230AC CALVADA VALLEY NORTH                                            ,6315 N PACHECO AVE ,PAHRUMP,89060, $ 848.00 ,  1:50 PM
995207,031-111-22,T19S R53E S8 U.3 B.12 L.322 .233AC   CALVADA VALLEY NORTH     (.233 ACRES)   ,6251 N CROCKETT PL ,PAHRUMP,," $ 1,737.00 ",  2:00 PM
995208,031-111-38,T19S R53E S8 U.3 B.12 L.305 .280AC CALVADA VALLEY  NORTH      (.280 ACRES)   ,6261 N EDLEEN P ,PAHRUMP,," $ 1,654.00 ",  2:00 PM
995209,031-121-06,T19S R53E S8 U.3 B.12 L.282 .230AC CALVADA VALLEY NORTH       (.230 ACRES)   ,6221 N FAUST PL ,PAHRUMP,," $ 2,000.00 ",  2:00 PM
995210,031-121-14,T19S R53E S8 U.3 B.12 L.274 .230AC CALVADA VALLEY NORTH       (.230 ACRES)   ,6210 N FLEETWOOD PL ,PAHRUMP,," $ 1,911.00 ",  2:00 PM
995211,031-122-08,T19S R53E S8 U.3 B.12 L.259 .230AC CALVADA VALLEY NORTH       (.230 ACRES)   ,6191 N FLEETWOOD PL ,PAHRUMP,," $ 2,178.00 ",  2:00 PM
995212,031-142-16,T19S R53E S8 U.3 B.17 L.43 .230AC CALVADA VALLEY NORTH         (.230 ACRES)   ,6180 N BORGESS LN ,PAHRUMP,," $ 1,734.00 ",  2:00 PM
995213,031-143-10,T19S R53E S8 U.3 B.13 L.66 .230AC CALVADA VALLEY   NORTH                                             ,6180 N PACHECO AVE ,PAHRUMP,89060, $ 854.00 ,  2:00 PM
995214,031-144-01,T19S R53E S8 U.3 B.12 L.58 .230AC CALVADA VALLEY NORTH                                            ,6191 N PACHECO AVE ,PAHRUMP,89060, $ 854.00 ,  2:00 PM
995215,031-144-03,T19S R53E S8 U.3 B.12 L.56 .222AC CALVADA VALLEY NORTH         (.222 ACRES)   ,6171 N PACHECO AVE ,PAHRUMP,," $ 1,573.00 ",  2:00 PM
995216,031-144-07,T19S R53E S8 U.3 B.12 L.52 .266AC CALVADA VALLEY NORTH         (.266 ACRES)   ,6131 N PACHECO AVE ,PAHRUMP,," $ 1,472.00 ",  2:00 PM
995217,031-151-01,T19S R53E S8 U.3 B.13 L.63 .230AC  CALVADA VALLEY NORTH        (.230 ACRES)   ,6210 N PACHECO AVE ,PAHRUMP,," $ 1,902.00 ",  2:00 PM
995218,031-152-14,T19S R53E S8 U.3 B.12 L.32 .141AC  CALVADA VALLEY NORTH        (.141 ACRES)   ,1750 W ARBOLEDA PL ,PAHRUMP,," $ 2,184.00 ",  2:00 PM
995219,031-162-25,T19S R53E S8 U.3 B.12 L.390 .230AC CALVADA VALLEY NORTH                                             ,6131 N TROPICANA PL ,PAHRUMP,89060, $ 871.00 ,  2:00 PM
995220,031-181-25,T19S R53E S8 U.3 B.31 L.42 .290AC CALVADA VALLEY NORTH                                            ,1200 W COBALT LN ,PAHRUMP,89060, $ 848.00 ,  2:00 PM
995221,031-211-10,T19S R53E S17 U.3 B.7 L.15 .419AC CALVADA VALLEY NORTH                                            ,5810 N LESLIE ST ,PAHRUMP,89060, $ 886.00 ,  2:00 PM
995222,031-215-01,T19S R53E S8 U.3 B.17 L.51 .280AC    CALVADA VALLEY NORTH      (.280 ACRES)   ,6040 N BORGESS LN ,PAHRUMP,," $ 1,630.00 ",  2:00 PM
995223,031-224-05,T19S R53E S8 U.3 B.11 L.24 .230AC CALVADA VALLEY NORTH                                            ,1691 W LESLIE ST ,PAHRUMP,89060, $ 866.00 ,  2:00 PM
995224,031-224-16,T19S R53E S17 U.3 B.11 L.14 .230AC     CALVADA VALLEY NORTH   (.230 ACRES)   ,1841 W LESLIE ST ,PAHRUMP,," $ 1,929.00 ",  2:00 PM
995225,031-224-32,T19S R53E S17 U.3 B.11 L.50 .245AC   CALVADA VALLEY NORTH     (.245 ACRES)   ,1680 W COMETA LN ,PAHRUMP,," $ 3,471.00 ",  2:00 PM
995226,031-242-21,T19S R53E S17 U.3 B.28 L.45 .230AC CALVADA VALLEY NORTH                                             ,1290 W COMETA LN ,PAHRUMP,89060, $ 848.00 ,  2:00 PM
995227,031-251-06,T19S R53E S8 U.3 B.32 L.2 .230AC   CALVADA VALLEY NORTH          (.230 ACRES)   ,6041 N FLEETWOOD PL ,PAHRUMP,," $ 2,889.00 ",  2:00 PM
995228,031-263-09,T19S R53E S18 U.3 B.3 L.9 .459AC CALVADA VALLEY NORTH                                           ,2341 W CABOT ST ,PAHRUMP,89060, $ 898.00 ,  2:00 PM
995229,031-283-07,T19S R53E S17 U.3 B.9 L.9 .230AC    CALVADA VALLEY NORTH          (.230 ACRES)   ,5781 N DA VINCI LN ,PAHRUMP,," $ 1,887.00 ",  2:00 PM
995230,031-283-13,T19S R53E S17 U.3 B.9 L.29 .230AC    CALVADA VALLEY NORTH        (.230 ACRES)   ,5740 N LAVER LN ,PAHRUMP,," $ 2,916.00 ",  2:00 PM
995231,031-291-07,T19S R53E S17 U.3 B.9 L.22 .241AC    CALVADA VALLEY NORTH        (.241 ACRES)   ,5820 N LAVER LN ,PAHRUMP,," $ 2,057.00 ",  2:10 PM
995232,031-292-03,T19S R53E S17 U.3 B.10 L.15 .228AC     CALVADA VALLEY NORTH     (.228 ACRES)   ,5821 N LAVER LN ,PAHRUMP,," $ 1,737.00 ",  2:10 PM
995233,031-292-14,T19S R53E S17 U.3 B.10 L.12 .239AC    CALVADA VALLEY NORTH      (.230 ACRES)   ,5800 N CHETWOOD LN  ,PAHRUMP,," $ 2,200.00 ",  2:10 PM
995234,031-293-13,T19S R53E S17 U.3 B.24 L.311 .220AC  CALVADA VALLEY NORTH      (.220 ACRES)   ,5780 N ZURICH ST ,PAHRUMP,," $ 1,470.00 ",  2:10 PM
995235,031-294-07,T19S R53E S17 U.3 B.11 L.62 .288AC   CALVADA VALLEY NORTH     (.288 ACRES)   ,5860 N ZURICH ST ,PAHRUMP,," $ 2,072.00 ",  2:10 PM
995236,031-302-10,T19S R53E S17 U.3 B.23 L.14 .230AC  CALVADA VALLEY NORTH       (.230 ACRES)   ,1520 W FUEGO LN ,PAHRUMP,," $ 1,722.00 ",  2:10 PM
995237,031-311-04,T19S R53E S17 U.3 B.24 L.36 .230AC   CALVADA VALLEY NORTH      (.230 ACRES)   ,5910 N AMADEO PL ,PAHRUMP,," $ 1,998.00 ",  2:10 PM
995238,031-312-13,T19S R53E S17 U.3 B.24 L.53 .230AC  CALVADA VALLEY NORTH       (.230 ACRES)   ,5910 N CROCKETT PL  ,PAHRUMP,," $ 1,837.00 ",  2:10 PM
995239,031-313-13,T19S R53E S17 U.3 B.24 L.101 .230AC CALVADA VALLEY NORTH      (.230 ACRES)   ,5910 N EDLEEN PL ,PAHRUMP,," $ 1,439.00 ",  2:10 PM
995240,031-321-07,T19S R53E S17 U.3 B.24 L.71 .230AC CALVADA VALLEY NORTH         (.230 ACRES)   , 5921 N FAUST PL ,PAHRUMP,," $ 1,598.00 ",  2:10 PM
995241,031-341-04,T19S R53E S17 U.3 B.10 L.29 .230AC   CALVADA VALLEY NORTH        (.230 ACRES)   ,5680 N CHETWOOD LN ,PAHRUMP,," $ 1,763.00 ",  2:10 PM
995242,031-342-04,T19S R53E S17 U.3 B.24 L.4 .256AC CALVADA VALLEY NORTH                                           ,5691 N CHETWOOD LN ,PAHRUMP,89060, $ 848.00 ,  2:10 PM
995243,031-342-11,T19S R53E S17 U.3 B.24 L.301 .180AC CALVADA VALLEY  NORTH       (.180 ACRES)                                  ,5670 N CARBINE WAY ,PAHRUMP,," $ 1,684.00 ",  2:10 PM
995244,031-363-17,T19S R53E S17 U.3 B.24 L.140 .230AC CALVADA VALLEY NORTH        (.230 ACRES)                       ,5650 N FAUST PL ,PAHRUMP,," $ 2,446.00 ",  2:10 PM
995245,031-371-14,T19S R53E S17 U.3 B.24 L.120 .230AC CALVADA VALLEY NORTH                                             ,5630 N FLEETWOOD PL ,PAHRUMP,89060, $ 848.00 ,  2:10 PM
995246,031-372-05,T19S R53E S17 U.3 B.33 L.7    CALVADA VALLEY NORTH      .229ac      (.229 ACRES)                         ,5661 N FLEETWOOD PL ,PAHRUMP,," $ 1,645.00 ",  2:10 PM
995247,031-401-29,T19S R53E S17 U.3 B.25 L.24 CALVADA VALLEY NORTH .23ac                                           ,1380 W FINEHILL ST ,PAHRUMP,89060, $ 866.00 ,  2:10 PM
995248,032-014-08,"T19S R53E S14 U.3 B.25 L.8  CALVADA MEADOWS 20,000sf                                    ",5360 N STAGE AVE ,PAHRUMP,89060, $ 898.00 ,  2:10 PM
995249,032-032-16,"T19S R53E S14 U.3 B.24 L.32   CALVADA MEADOWS     21,061sf          (.484 ACRES)       ",1370 E PANORAMA RD ,PAHRUMP,," $ 2,076.00 ",  2:10 PM
995250,032-032-25,"T19S R53E S14 U.3 B.24 L.23   CALVADA MEADOWS     20,000sf          (.459 ACRES)       ",5140 N ELKHORN AVE ,PAHRUMP,," $ 1,531.00 ",  2:10 PM
995251,032-043-12,"T19S R53E S23 U.3 B.28 L.31   CALVADA MEADOWS     20,000sf           (.459 ACRES)       ",1200 E SAGUARO DR  ,PAHRUMP,," $ 2,770.00 ",  2:10 PM
995252,032-053-12,"T19S R53E S23 U.3 B.28 L.20 CALVADA MEADOWS  24,000SF              (.551 ACRES)                      ",1450 E SAGUARO DR ,PAHRUMP,," $ 3,825.00 ",  2:10 PM
995253,032-061-06,"T19S R53E S23 U.3 B.50 L.13 CALVADA MEADOWS 31,118.14sf +/-                             ",1750 E SADDLEBACK DR ,PAHRUMP,89060, $ 880.00 ,  2:10 PM
995254,032-061-07,"T19S R53E S23 U.3 B.50 L.12 CALVADA MEADOWS  27,359.47sf +/-                              ",1730 E SADDLEBACK DR ,PAHRUMP,89060, $ 880.00 ,  2:10 PM
995255,032-092-15,"T19S R53E S23 U.3 B.20 L.16 CALVADA MEADOWS  20,000sf                                     ",1961 E SADDLEBACK DR ,PAHRUMP,89060, $ 880.00 ,  2:20 PM
995256,032-102-04,"T19S R53E S24 U.3 B.19 L.9    CALVADA MEADOWS     20,000sf            (.459 ACRES)       ",2180 E SADDLEBACK DR  ,PAHRUMP,," $ 3,010.00 ",  2:20 PM
995257,032-102-11,"T19S R53E S24 U.3 B.19 L.2     CALVADA MEADOWS     20,000sf           (.459 ACRES)       ",2040 E SADDLEBACK DR  ,PAHRUMP,," $ 1,547.00 ",  2:20 PM
995258,032-112-21,"T19S R53E S24 U.3 B.8 L.26      CALVADA MEADOWS     20,000sf          (.459 ACRES)       ",2310 E LATIGO DR   ,PAHRUMP,," $ 2,083.00 ",  2:20 PM
995259,032-121-12,"T19S R53E S24 U.3 B.9 L.26      CALVADA MEADOWS     22,330sf          (.513 ACRES)       ",2661 E LATIGO DR   ,PAHRUMP,," $ 1,708.00 ",  2:20 PM
995260,032-121-19,"T19S R53E S24 U.3 B.9 L.33     CALVADA MEADOWS     22,115.60sf     (.562 ACRES)       ",2540 E GORGONO DR   ,PAHRUMP,," $ 1,708.00 ",  2:20 PM
995261,032-132-05,"T19S R53E S24 U.3 B.2 L.8      CALVADA MEADOWS     20,000sf            (.459 ACRES)       ",2821 E LATIGO DR   ,PAHRUMP,," $ 1,559.00 ",  2:20 PM
995262,032-132-12,"T19S R53E S24 U.3 B.2 L.15   CALVADA MEADOWS  20,000sf               (.459 ACRES)                                     ",2961 E LATIGO DR ,PAHRUMP,," $ 1,281.00 ",  2:20 PM
995263,032-132-18,"T19S R53E S24 U.3 B.2 L.21   CALVADA MEADOWS 20,000sf                                     ",2900 E GORGONO DR ,PAHRUMP,89060, $ 886.00 ,  2:20 PM
995264,032-141-17,"T19S R53E S24 U.3 B.3 L.26   CALVADA MEADOWS   20,000sf             (.459 ACRES)   ",2770 E CONDOR DR ,PAHRUMP,," $ 2,796.00 ",  2:20 PM
995265,032-141-20,"T19S R53E S24 U.3 B.3 L.23   CALVADA MEADOWS   20,000sf              (.459 ACRES)                                  ",2820 E CONDOR DR ,PAHRUMP,," $ 1,954.00 ",  2:20 PM
995266,032-141-21,"T19S R53E S24 U.3 B.3 L.22   CALVADA MEADOWS   20,000sf              (.459 ACRES)                               ",2840 E CONDOR DR ,PAHRUMP,," $ 1,975.00 ",  2:20 PM
995267,032-141-27,"T19S R53E S24 U.3 B.3 L.16   CALVADA MEADOWS  20,000sf                                      ",2960 E CONDOR DR ,PAHRUMP,89060, $ 898.00 ,  2:20 PM
995268,032-152-07,"T19S R53E S24 U.3 B.5 L.18     CALVADA MEADOWS     20,000sf          (.459 ACRES)       ",2941 E MORONGO DR   ,PAHRUMP,," $ 1,531.00 ",  2:20 PM
995269,032-153-06,"T19S R53E S24 U.3 B.6 L.27   CALVADA MEADOWS 20,800sf                                     ",2871 E HILLTOP DR ,PAHRUMP,89060, $ 880.00 ,  2:20 PM
995270,032-171-04,"T19S R53E S24 U.3 B.11 L.18      CALVADA MEADOWS     20,000sf       (.459 ACRES)       ",2561 E CONDOR DR   ,PAHRUMP,," $ 3,580.00 ",  2:20 PM
995271,032-172-07,"T19S R53E S24 U.3 B.4 L.26   CALVADA MEADOWS   20,000sf                                       ",2810 E MORONGO DR ,PAHRUMP,89060, $ 880.00 ,  2:20 PM
995272,032-173-14,T19S R53E S24 U.3 B.5 L.36     CALVADA MEADOWS     .532AC             (.532 ACRES),2700 E HILLTOP DR   ,PAHRUMP,," $ 2,313.00 ",  2:20 PM
995273,032-181-02,"T19S R53E S24 U.3 B.10 L.10    CALVADA MEADOWS    20,938.78sf    (.481 ACRES)",2511 E GORGONO DR   ,PAHRUMP,," $ 2,313.00 ",  2:20 PM
995274,032-181-09,"T19S R53E S24 U.3 B.10 L.17  CALVADA MEADOWS 20,000sf                                     ",2641 E GORGONO DR ,PAHRUMP,89060, $ 898.00 ,  2:20 PM
995275,032-181-23,"T19S R53E S24 U.3 B.10 L.31     CALVADA MEADOWS    20,504.61sf   (.471 ACRES)",2530 E CONDOR DR    ,PAHRUMP,," $ 2,153.00 ",  2:20 PM
995276,032-191-04,"T19S R53E S24 U.3 B.9 L.11   CALVADA MEADOWS 20,000sf                                      ",2401 E LATIGO DR ,PAHRUMP,89060, $ 886.00 ,  2:20 PM
995277,032-191-24,"T19S R53E S24 U.3 B.9 L.41   CALVADA MEADOWS  20,000sf                                      ",2430 E GORGONO DR ,PAHRUMP,89060, $ 880.00 ,  2:20 PM
995278,032-191-26,"T19S R53E S24 U.3 B.9 L.39     CALVADA MEADOWS    20,000sf           (.459 ACRES)",2470 E GORGONO DR   ,PAHRUMP,," $ 1,338.00 ",  2:20 PM
995279,032-201-08,"T19S R53E S24 U.3 B.16 L.27    CALVADA MEADOWS    20,937.04sf    (.481 ACRES)",2296 E CONDOR DR    ,PAHRUMP,," $ 2,313.00 ",  2:30 PM
995280,032-203-12,T19S R53E S24 U.3 B.11 L.3   CALVADA MEADOWS   .505AC                 (.505 ACRES)                                   ,2301 E CONDOR DR ,PAHRUMP,," $ 1,307.00 ",  2:30 PM
995281,032-203-26,"T19S R53E S24 U.3 B.11 L.32   CALVADA MEADOWS    20,000sf          (.459 ACRES)",2500 E MORONGO DR   ,PAHRUMP,," $ 1,708.00 ",  2:30 PM
995282,032-212-09,T19S R53E S24 U.3 B.13 L.9   CALVADA MEADOWS   .539AC                (.539 ACRES)                            ,4501 N ALISO PL ,PAHRUMP,," $ 2,336.00 ",  2:30 PM
995283,032-212-10,T19S R53E S24 U.3 B.13 L.10  CALVADA MEADOWS    .450AC              (.450 ACRES)                                  ,4521 N ALISO PL ,PAHRUMP,," $ 1,954.00 ",  2:30 PM
995284,032-212-17,T19S R53E S24 U.3 B.13 L.17    CALVADA MEADOWS    .468AC            (.468 ACRES),4540 N BUCK PL   ,PAHRUMP,," $ 1,785.00 ",  2:30 PM
995285,032-212-24,"T19S R53E S24 U.3 B.13 L.24    CALVADA MEADOWS    20,308.98sf     (.466 ACRES)",2481 E MORONGO DR   ,PAHRUMP,," $ 2,051.00 ",  2:30 PM
995286,032-221-04,"T19S R53E S24 U.3 B.14 L.35     CALVADA MEADOWS    20,000sf          (.459 ACRES)",2141 E CHINOOK PL   ,PAHRUMP,," $ 1,531.00 ",  2:30 PM
995287,032-221-10,T19S R53E S24 U.3 B.14 L.29  CALVADA MEADOWS   .584ac        (.584 ACRES)                                 ,2240 E CHINOOK PL ,PAHRUMP,," $ 1,996.00 ",  2:30 PM
995288,032-221-11,T19S R53E S24 U.3 B.14 L.28  CALVADA MEADOWS   .528AC                (.528 ACRES)                          ,2220 E CHINOOK PL ,PAHRUMP,," $ 1,996.00 ",  2:30 PM
995289,032-221-26,"T19S R53E S24 U.3 B.14 L.13      CALVADA MEADOWS    21,103.09sf  (.484 ACRES)",2151 E CONDOR DR   ,PAHRUMP,," $ 1,531.00 ",  2:30 PM
995290,032-231-02,T19S R53E S24 U3 B.16 L.10    CALVADA MEADOWS    .459AC              (.459 ACRES),2071 E GORGONO DR   ,PAHRUMP,," $ 2,850.00 ",  2:30 PM
995291,032-251-18,"T19S R53E S23&24 U.3 B.18 L.18     CALVADA MEADOWS    20,000SF (.459 ACRES)",2081 E BUCKEYE DR   ,PAHRUMP,," $ 2,550.00 ",  2:30 PM
995292,032-271-03,"T19S R53E S23&24 U.3 B.16 L.6    CALVADA MEADOWS  20,484.90SF (.470 ACRES)",1991 E GORGONO DR   ,PAHRUMP,," $ 1,729.00 ",  2:30 PM
995293,032-271-04,"T19S R53E S23&24 U.3 B.16 L.5   CALVADA MEADOWS    19,961.91SF (.458 ACRES)",2001 E GORGONO DR   ,PAHRUMP,," $ 2,133.00 ",  2:30 PM
995294,032-281-18,"T19S R53E S23 U.3 B.38 L.29  CALVADA MEADOWS  19,996sf +/-  (.459 ACRES)",1770 E GORGONO DR ,,," $ 1,385.00 ",  2:30 PM
995295,032-291-25,"T19S R53E S23 U.3 B.35 L.34    CALVADA MEADOWS    20,000SF      (.459 ACRES)",1730 E LATIGO DR   ,PAHRUMP,," $ 2,798.00 ",  2:30 PM
995296,032-331-08,"T19S R53E S23 U.3 B.35 L.2   CALVADA MEADOWS 20,000sf           (.459 ACRES)    ",1491 E PONY DR   ,PAHRUMP,," $ 1,402.00 ",  2:30 PM
995297,032-331-14,"T19S R53E S23 U.3 B.35 L.43     CALVADA MEADOWS    20,000SF  .459 ACRES)",1570 E LATIGO DR   ,PAHRUMP,," $ 1,531.00 ",  2:30 PM
995298,032-332-07,"T19S R53E S23 U.3 B.38 L.5   CALVADA MEADOWS 20,000sf          (.459 ACRES)    ",1561 E LATIGO DR  ,PAHRUMP,," $ 1,379.00 ",  2:30 PM
995299,032-332-16,"T19S R53E S23 U.3 B.38 L.43  CALVADA MEADOWS 20,000sf                                     ",1550 E GORGONO DR ,PAHRUMP,89060, $ 886.00 ,  2:30 PM
995300,032-341-05,"T19S R53E S23 U.3 B.34 L.10      CALVADA MEADOWS    20,000SF    (.459 ACRES)",1281 E PONY DR   ,PAHRUMP,," $ 1,708.00 ",  2:30 PM
995301,032-341-07,"T19S R53E S23 U.3 B.34 L.12       CALVADA MEADOWS    20,000SF    (.459 ACRES)",1321 E PONY DR   ,PAHRUMP,," $ 2,333.00 ",  2:30 PM
995302,032-341-21,"T19S R53E S23 U.3 B.34 L.26  CALVADA MEADOWS 20,000sf          (.459 ACRES)",1340 E LATIGO DR   ,PAHRUMP,," $ 1,379.00 ",  2:30 PM
995303,032-341-27,"T19S R53E S23 U.3 B.34 L.32  CALVADA MEADOWS 20,000sf         (.459 ACRES)       ",1230 E LATIGO DR  ,PAHRUMP,," $ 1,408.00 ",  2:40 PM
995304,032-352-06,"T19S R53E S23 U.3 B.33 L.10  CALVADA MEADOWS  20,000sf          (0.459 ACRES)                           ",1281 E ROCKINGHORSE DR ,,," $ 2,178.00 ",  2:40 PM
995305,032-352-07,"T19S R53E S23 U.3 B.33 L.11  CALVADA MEADOWS   20,000sf       (0.459 ACRES)                                ",1301 E ROCKINGHORSE DR ,,," $ 1,708.00 ",  2:40 PM
995306,032-352-18,"T19S R53E S23 U.3 B.33 L.22   CALVADA MEADOWS    20,000SF        (.459 ACRES)",1260 E PONY DR   ,PAHRUMP,," $ 2,143.00 ",  2:40 PM
995307,032-354-13,"T19S R53E S23 U.3 B.31 L.5   CALVADA MEADOWS    20,000SF       (.459 ACRES)",1441 E SADDLEBACK DR   ,PAHRUMP,," $ 2,056.00 ",  2:40 PM
995308,032-361-22,"T19S R53E S23 U.3 B.29 L.38  CALVADA MEADOWS  20,000sf             (.459 ACRES)                              ",1270 E SADDLEBACK DR ,PAHRUMP,," $ 2,781.00 ",  2:40 PM
995309,032-361-25,"T19S R53E    S23 U.3 B.29 L.35  CALVADA MEADOWS  20,000sf      (.459 ACRES)                                    ",1320 E SADDLEBACK DR ,PAHRUMP,," $ 3,015.00 ",  2:40 PM
995310,032-373-19,T19S R53E S23 U.3 B.30 L.7     CALVADA MEADOWS   .438AC      (.438 ACRES),1151 E SADDLEBACK DR   ,PAHRUMP,," $ 2,053.00 ",  2:40 PM
995311,032-421-04,"T19S R53E S23 U.3 B.44 L.7  CALVADA MEADOWS  20,000sf          (.459 ACRES)                                ",4410 N BIG ROCK AVE ,PAHRUMP,," $ 3,311.00 ",  2:40 PM
995312,032-451-17,"T19S R53E    S24 U.3 B.15 L.15  CALVADA MEADOWS    20,0000sf      (.459 ACRES)",4330 N SUNBURST AVE   ,PAHRUMP,," $ 2,298.00 ",  2:40 PM
995313,032-461-20,"T19S R53E S23 U.3 B.45 L.31    CALVADA MEADOWS    20,0000sf      (.459 ACRES)",4371 N BIG ROCK AVE   ,PAHRUMP,," $ 2,535.00 ",  2:40 PM
995314,032-471-08,"T19S R53E S23 U.3 B.43 L.15  CALVADA MEADOWS 21,593.39sf +/-                               ",4190 N BOBCAT AVE ,PAHRUMP,89060, $ 698.00 ,  2:40 PM
995315,032-481-18,T19S R53E S23 U.3 B.42 L.35   CALVADA MEADOWS    .567AC          (.567 ACRES),1450 E SQUIRES ST   ,PAHRUMP,," $ 2,298.00 ",  2:40 PM
995316,032-491-26,"T19S R53E S23 U.3 B.40 L.31  CALVADA MEADOWS  20,000sf                                      ",4271 N HORIZON AVE ,PAHRUMP,89060, $ 879.00 ,  2:40 PM
995317,032-541-13,"T19S R53E S23 U.3 B.46 L.22   CALVADA MEADOWS      20,0000sf    (.459 ACRES)",1820 E BAYBERRY ST   ,PAHRUMP,," $ 2,298.00 ",  2:40 PM
995318,032-542-12,"T19S R53E S23 U.3 B.47 L.21   CALVADA MEADOWS    20,0002.51sf   (.459 ACRES)",4110 N BIG ROCK AVE   ,PAHRUMP,," $ 2,053.00 ",  2:40 PM
995319,032-551-06,"T19S R53E S24 U.3 B.15 L.26  CALVADA MEADOWS  21,637.58sf +/-                               ",2080 E OUTPOST PL ,PAHRUMP,89060, $ 880.00 ,  2:40 PM
995320,032-552-04,"T19S R53E S24 U.3 B.48 L.20  CALVADA MEADOWS  20,000sf                                      ",2181 E KODIAK PL ,PAHRUMP,89060, $ 898.00 ,  2:40 PM
995321,033-061-25,"19S R53E S26 U.2 B.16 L.55   CALVADA MEADOWS  20,000sf                                      ",1180 E AIRPLANE PL ,PAHRUMP,89060, $ 880.00 ,  2:40 PM
995322,033-072-11,"T19S R53E S26 U.2 B.21 L.6 CALVADA MEADOWS     23,385.29sf     (.537 ACRES)",3830 N ARENA AVE   ,PAHRUMP,," $ 2,376.00 ",  2:40 PM
995323,033-082-07,T19S R53E S26 U.2 B.22 L.6    CALVADA MEADOWS  .475AC            (.475 ACRES)                                  ,3661 N ARABY AVE ,PAHRUMP,," $ 2,086.00 ",  2:40 PM
995324,033-123-07,"T19S R53E S27 U.2 B.10 L.38   CALVADA MEADOWS     20,000sf          (.459 ACRES)",681 N JUNIPER AVE   ,PAHRUMP,," $ 2,497.00 ",  2:40 PM
995325,033-222-08,T19S R53E S26 U.2 B.24 L.12     CALVADA MEADOWS     .473AC    (.473 ACRES),1660 E LICK ST   ,PAHRUMP,," $ 2,127.00 ",  2:40 PM
995326,033-222-18,"T19S R53E S26 U.2 B.24 L.2   CALVADA MEADOWS   22,084.28SF +/-                             ",1460 E LICK ST ,PAHRUMP,89060, $ 880.00 ,  2:40 PM
995327,033-271-01,"T19S R53E S27 U.2 B.11 L.38  CALVADA MEADOWS   20,000SF    (.459 ACRES)                               ",530 E DEERLICK PL ,PAHRUMP,," $ 4,417.00 ",  2:50 PM
995328,033-281-11,"T19S R53E S27 U.2 B.10 L.15  CALVADA MEADOWS   20,000SF        (.459 ACRES)                                   ",420 N MONUMENT AVE ,PAHRUMP,," $ 3,039.00 ",  2:50 PM
995329,033-331-01,"T19S R53E S27 U.2 B.7 L.11  CALVADA MEADOWS  19,442SF +/-                                 ",221 E BUTTE ST   ,PAHRUMP,," $ 1,536.00 ",  2:50 PM
995330,033-392-09,"T19S R53E S26 U.2 B.24 L.28  CALVADA MEADOWS  20,000SF                                      ",3221 N CALICO AVE ,PAHRUMP,89060, $ 886.00 ,  2:50 PM
995331,033-412-01,"T19S R53E S26 U.2 B.16 L.234 CALVADA MEADOWS  20,000SF                                      ",1400 E BELL VISTA AVE ,PAHRUMP,89060, $ 880.00 ,  2:50 PM
995332,033-472-01,"T19S R53E S27 U.2 B.12 L.28    CALVADA MEADOWS    20,000SF     (.459 ACRES)",3200 N CHESTNUT PL    ,PAHRUMP,," $ 1,570.00 ",  2:50 PM
995333,033-491-01,"T19S R53E S27 U.2 B.8 L.29   CALVADA MEADOWS  20,000SF                                      ",20 E CITATION ST ,PAHRUMP,89060, $ 886.00 ,  2:50 PM
